"","Player","Pos","Team","year","Age","G","PERz","WSper48z","BPMz","VORPz","score"
"11867","Mike Woodson","SG","KCK",1984,25,71,0.45,0.33,0.41,0.21,1.4
"13353","Reggie King","PF","KCK",1980,22,82,-0.14,1,0.33,0.21,1.4
"13810","Rodney Hood","SG","UTA",2016,23,79,0.01,0.37,0.48,0.54,1.4
"14714","Shaquille O'Neal","C","CLE",2010,37,53,0.93,0.5,0.15,-0.19,1.4
"14934","Speedy Claxton","PG","SAS",2003,24,30,0.45,0.61,0.66,-0.32,1.4
"15780","Todd MacCulloch","C","PHI",2000,24,56,0.49,1.07,0.22,-0.38,1.4
"122","Adonal Foyle","C","GSW",2003,27,82,0.3,0.26,0.55,0.28,1.39
"396","Allen Leavell","PG","HOU",1984,26,82,0.45,0.22,0.44,0.28,1.39
"589","Andre Miller","PG","PHI , DEN",2007,30,80,0.49,0.06,0.3,0.54,1.39
"1539","Bob Gross","SF","POR",1982,28,59,-0.07,0.3,0.89,0.28,1.39
"2158","Byron Scott","SG","LAL",1990,28,77,0.05,0.35,0.44,0.54,1.39
"2331","Carlos Delfino","SF","MIL",2010,27,75,-0.29,0.17,0.78,0.74,1.39
"4706","Don Collins","SG","WSB",1982,23,79,0.25,0.17,0.7,0.28,1.39
"5259","Elden Campbell","PF","LAL",1997,28,77,0.66,0.78,0,-0.05,1.39
"6572","Hot Rod Williams","PF","CLE",1995,32,74,0.13,0.07,0.52,0.67,1.39
"10969","Mark Olberding","SF","SAS",1981,24,82,0.18,0.74,0.26,0.21,1.39
"11792","Mike Mitchell","SF","SAS",1983,27,80,0.69,0.72,-0.04,0.01,1.39
"12132","Nate Robinson","PG","NYK",2007,22,64,0.27,0.41,0.63,0.08,1.39
"12373","OG Anunoby","SF","TOR",2020,22,63,-0.21,0.7,0.55,0.34,1.39
"15295","T.J. Leaf","PF","IND",2019,21,58,0.69,1.04,0.11,-0.45,1.39
"650","Andrew Bogut","PF","MIL",2006,21,82,0.27,0.39,0.37,0.34,1.38
"1159","Avery Johnson","PG","SAS",2000,34,82,0.18,0.46,0.33,0.41,1.38
"4127","Dejounte Murray","PG","SAS",2020,23,58,0.74,-0.09,0.59,0.14,1.38
"4378","Derrick Coleman","PF","PHI",1997,29,57,0.79,-0.3,0.48,0.41,1.38
"9085","Keith Van Horn","PF","NJN",2000,24,80,0.98,0.07,0.11,0.21,1.38
"11174","Matt Barnes","SF","LAL",2011,30,53,0.13,0.93,0.44,-0.12,1.38
"11926","Mitch Kupchak","PF","WSB",1981,26,82,0.62,0.7,0.11,-0.05,1.38
"11986","Monta Ellis","SG","MIL",2013,27,82,0.52,-0.39,0.44,0.8,1.38
"12931","Quentin Richardson","SG","LAC",2001,20,76,0.59,0.26,0.52,0.01,1.38
"15047","Stephen Jackson","SG","SAS",2003,24,80,0.1,0.19,0.55,0.54,1.38
"16550","Vinny Del Negro","SG","SAS",1994,27,77,0.3,0.89,0.19,0.01,1.38
"359","Allan Houston","SG","DET",1995,23,76,0.57,-0.02,0.48,0.34,1.37
"1157","Avery Johnson","PG","SAS",1998,32,75,0.01,0.52,0.37,0.47,1.37
"2888","Chris Webber","PF","DET , PHI",2007,33,61,0.47,-0.04,0.59,0.34,1.37
"3032","Clemon Johnson","C","IND , PHI",1983,26,83,0.3,0.31,0.48,0.28,1.37
"3787","Darrell Armstrong","PG","ORL",2003,34,82,0.13,0.15,0.55,0.54,1.37
"4833","Doug Christie","SG","SAC",2004,33,82,-0.02,0.13,0.52,0.74,1.37
"5143","Eddie Griffin","PF","HOU",2003,20,77,0.32,0.15,0.55,0.34,1.37
"5353","Emeka Okafor","C","NOH",2011,28,72,0.47,0.81,0.07,0.01,1.37
"5872","Gene Banks","SF","CHI",1986,26,82,0.35,0.09,0.52,0.41,1.37
"5907","George Johnson","PF","IND",1981,24,43,0.81,0.37,0.37,-0.19,1.37
"8339","John Henson","PF","CLE , DET",2020,29,40,0.71,0.31,0.59,-0.25,1.37
"9431","Kevin Grevey","SG","WSB",1981,27,75,0.1,0.28,0.44,0.54,1.37
"10146","Leandro Barbosa","SG","PHO",2008,25,82,0.42,0.31,0.3,0.34,1.37
"11970","Mo Williams","PG","MIL",2008,25,66,0.71,-0.02,0.33,0.34,1.37
"12029","Mookie Blaylock","PG","GSW",2001,33,69,0.42,-0.39,0.66,0.67,1.37
"12203","Nene","PF","WAS",2016,33,57,0.66,0.52,0.37,-0.19,1.37
"14583","Sedale Threatt","PG","CHI , SEA",1988,26,71,0.47,0.54,0.48,-0.12,1.37
"16149","Trent Tucker","SG","CHI",1993,33,69,0.01,1.07,0.48,-0.19,1.37
"186","Al Harrington","C","GSW",2008,27,81,0.37,0.48,0.3,0.21,1.36
"540","Andray Blatche","PF","WAS",2010,23,81,0.86,-0.35,0.44,0.41,1.36
"1907","Brian Cook","PF","LAL",2006,25,81,0.37,0.93,0.19,-0.12,1.36
"3772","Darnell Valentine","PG","POR",1985,25,75,0.25,0.26,0.44,0.41,1.36
"6088","Glenn Robinson","SF","MIL",2000,27,81,0.91,-0.22,0.26,0.41,1.36
"6990","Jamal Crawford","SG","NYK",2005,24,70,0.27,-0.31,0.59,0.8,1.36
"8887","Junior Bridgeman","SF","MIL",1982,28,41,0.47,0.81,0.33,-0.25,1.36
"10491","Luke Ridnour","PG","SEA",2005,23,82,0.13,0.15,0.48,0.61,1.36
"14355","Samuel Dalembert","C","DAL",2014,32,80,0.66,1.02,-0.07,-0.25,1.36
"15128","Steve Hawes","C","ATL",1981,30,74,0.15,0.5,0.37,0.34,1.36
"17015","Zach Randolph","PF","MEM",2016,34,68,1.03,0.2,0.11,0.01,1.36
"1326","Bill Cartwright","C","NYK",1982,24,72,0.54,0.44,0.22,0.14,1.35
"6207","Greg Ballard","SF","WSB",1985,30,82,0.05,0.31,0.44,0.54,1.35
"8402","John Paxson","PG","CHI",1991,30,82,-0.02,0.89,0.33,0.14,1.35
"8916","Justin Holiday","SG","IND",2020,30,65,-0.34,0.46,0.81,0.41,1.35
"9774","Kyle Anderson","SF","SAS",2016,22,78,-0.29,0.76,0.74,0.14,1.35
"9895","Lamond Murray","SF","CLE",2002,28,71,0.64,-0.11,0.41,0.41,1.35
"10108","Latrell Sprewell","SF","NYK",2001,30,77,0.25,-0.18,0.48,0.8,1.35
"11450","Michael Cooper","SG","LAL",1985,28,82,-0.29,0.19,0.78,0.67,1.35
"12085","Muggsy Bogues","PG","GSW",1999,34,36,0.3,0.46,0.78,-0.19,1.35
"12510","Otis Thorpe","PF","DET",1996,33,82,0.4,0.67,0.07,0.21,1.35
"16485","Vin Baker","PF","MIL",1995,23,82,0.62,-0.17,0.3,0.61,1.35
"937","Antoine Carr","PF","ATL",1987,25,65,0.35,1.05,0.26,-0.32,1.34
"2939","Chuck Hayes","PF","HOU",2007,23,78,-0.04,1.61,-0.04,-0.19,1.34
"4517","Devin Booker","SG","PHO",2018,21,54,0.98,-0.54,0.55,0.34,1.34
"7202","James Worthy","SF","LAL",1992,30,54,0.64,-0.41,0.63,0.47,1.34
"7543","Jay Vincent","PF","DAL",1983,23,81,0.74,0.24,0.15,0.21,1.34
"7912","Jerry Stackhouse","SG-SF","DET , PHI",1998,23,79,0.52,-0.05,0.41,0.47,1.34
"9787","Kyle Korver","SG","UTA",2010,28,52,-0.04,0.7,0.74,-0.05,1.34
"10001","Larry Johnson","PF","CHH",1994,24,51,0.66,0.26,0.33,0.08,1.34
"11933","Mitch Richmond","SG","GSW",1989,23,79,0.76,0.11,0.19,0.28,1.34
"12210","Nerlens Noel","C","DAL",2018,23,30,0.52,0.8,0.41,-0.38,1.34
"12528","P.J. Brown","PF","MIA",1997,27,80,-0.07,0.87,0.26,0.28,1.34
"12698","Paul Griffin","C","SAS",1980,26,82,-0.21,0.44,0.7,0.41,1.34
"13979","Ronnie Brewer","SG","UTA",2007,21,56,0.27,0.59,0.66,-0.19,1.34
"15560","Theo Ratliff","C","DET",1996,22,75,-0.02,0.91,0.44,0.01,1.34
"15955","Tony Delk","PG","BOS",2003,29,67,-0.09,0.46,0.63,0.34,1.34
"2124","Buck Williams","PF","NYK",1997,36,74,-0.04,1.17,0.26,-0.05,1.33
"2552","Charlie Bell","SG","MIL",2006,26,59,0.15,0.57,0.59,0.01,1.33
"4384","Derrick Coleman","C","PHI",2003,35,64,0.32,0.59,0.33,0.08,1.33
"4738","Donald Royal","SF","ORL",1993,26,77,0.1,1.05,0.22,-0.05,1.33
"7656","Jeff Malone","SG","WSB",1987,25,80,0.71,0.09,0.19,0.34,1.33
"9735","Kurt Rambis","PF","CHH",1989,30,75,0.49,0.22,0.33,0.28,1.33
"13548","Rick Mahorn","PF","DET",1988,29,67,-0.09,0.98,0.3,0.14,1.33
"14841","Sherman Douglas","PG","NJN",1998,31,80,0.37,0.37,0.44,0.14,1.33
"15710","Tim Thomas","SF","MIL , PHI",1999,21,50,0.47,0.7,0.41,-0.25,1.33
"15909","Tony Battie","C","BOS",1999,22,50,0.35,0.87,0.3,-0.19,1.33
"16943","Xavier McDaniel","SF","SEA",1989,25,82,1.1,0.28,0,-0.05,1.33
"1183","Bam Adebayo","C","MIA",2018,20,69,0.4,1.04,0.07,-0.19,1.32
"1686","Boris Diaw","PF","SAS",2016,33,76,-0.02,0.74,0.52,0.08,1.32
"2001","Brook Lopez","C","NJN",2009,20,82,0.93,0.37,0,0.01,1.32
"7494","JaVale McGee","C","WAS",2011,23,79,0.81,0.43,0.07,0.01,1.32
"8715","Jose Calderon","PG","TOR",2011,29,68,0.54,-0.15,0.52,0.41,1.32
"13266","Ray Allen","SG","MIA",2013,37,79,0.15,0.63,0.33,0.21,1.32
"14465","Scott Skiles","PG","WSB",1995,30,62,0.4,0.2,0.44,0.28,1.32
"15259","Stromile Swift","PF","MEM",2003,23,67,0.96,0.3,0.19,-0.12,1.32
"16799","Wesley Person","SG","CLE",1999,27,45,0.08,0.04,0.92,0.28,1.32
"82","Aaron Williams","PF","NJN",2002,30,82,0.27,1.15,0.07,-0.19,1.31
"3405","Dale Ellis","SG","SEA , MIL",1991,30,51,0.71,0.31,0.33,-0.05,1.31
"4071","Davis Bertans","PF","WAS",2020,27,54,0.35,0.26,0.55,0.14,1.31
"7258","Jared Dudley","SF","PHO",2013,27,79,0.2,0.26,0.44,0.41,1.31
"8427","John Salmons","SF","SAC , CHI",2009,29,79,0.47,-0.04,0.33,0.54,1.31
"9333","Kenyon Martin","PF","DEN",2006,28,56,0.64,0.46,0.26,-0.05,1.31
"11598","Micheal Ray Richardson","PG","NJN",1984,28,48,0.25,-0.04,0.89,0.21,1.31
"12970","Quinn Buckner","PG","MIL",1982,27,70,0.08,0.2,0.55,0.47,1.31
"13775","Rod Higgins","SF","GSW",1991,31,82,-0.17,0.65,0.48,0.34,1.31
"14791","Shawn Marion","SF","MIA , TOR",2009,30,69,0.47,0.17,0.33,0.34,1.31
"15439","Terry Cummings","PF","MIL",1988,26,76,0.81,0.04,0.19,0.28,1.31
"16248","Troy Murphy","PF","GSW",2006,25,74,0.45,0.61,0.11,0.14,1.31
"217","Al Jefferson","C","CHO",2016,31,47,1.01,0.57,0.04,-0.32,1.3
"693","Andrew Lang","C","PHO",1992,25,81,-0.07,0.89,0.33,0.14,1.3
"1354","Bill Hanzlik","SF","DEN",1986,28,79,0.3,0.43,0.37,0.21,1.3
"2591","Chase Budinger","SF","HOU",2012,23,58,0.2,0.35,0.66,0.08,1.3
"3248","Courtney Lee","SG","MEM , BOS",2014,28,79,-0.07,0.41,0.55,0.41,1.3
"3309","Cuttino Mobley","SG","HOU",2003,27,73,0.15,0.31,0.3,0.54,1.3
"3829","Darren Collison","PG","SAC",2016,28,74,0.45,0.39,0.26,0.21,1.3
"4296","Derek Fisher","PG","GSW",2006,31,82,0.18,0.28,0.37,0.47,1.3
"6789","J.J. Redick","SG","PHI",2019,34,76,0.25,0.48,0.3,0.28,1.3
"10245","Lewis Lloyd","SG","HOU",1985,25,82,0.27,0.24,0.44,0.34,1.3
"11699","Mike Dunleavy","SF","CHI",2014,33,82,-0.36,0.54,0.52,0.61,1.3
"12048","Morris Peterson","SG","TOR",2006,28,82,0.3,-0.04,0.37,0.67,1.3
"15419","Terrence Ross","SG","ORL",2019,27,81,0.32,0.06,0.52,0.41,1.3
"15665","Tim Hardaway Jr.","SG","ATL",2017,24,79,0.27,0.28,0.41,0.34,1.3
"1272","Beno Udrih","PG","SAS",2005,22,80,0.05,0.67,0.55,0.01,1.29
"2515","Charles Oakley","PF","NYK",1990,26,61,0.45,0.72,0.11,0.01,1.29
"2811","Chris Morris","SF","NJN",1991,25,79,0.15,-0.13,0.59,0.67,1.29
"5901","George Hill","PG","IND",2016,29,74,-0.21,0.48,0.48,0.54,1.29
"6029","Gheorghe Muresan","C","WSB",1997,25,73,0.64,0.87,-0.04,-0.19,1.29
"6904","Jahlil Okafor","C","NOP",2020,24,28,0.91,0.68,0.15,-0.45,1.29
"9103","Kelly Olynyk","C","BOS",2017,25,75,0.3,0.65,0.33,0.01,1.29
"9127","Kelvin Cato","C","HOU",2003,28,73,0.35,0.98,0.15,-0.19,1.29
"9734","Kurt Rambis","PF","LAL",1988,29,70,0.23,1.02,0.3,-0.25,1.29
"10464","Luis Scola","PF","IND",2015,34,81,0.66,0.63,0.11,-0.12,1.29
"11781","Mike Miller","SG","WAS",2010,29,54,-0.04,0.22,0.7,0.41,1.29
"13620","Ricky Rubio","PG","MIN",2013,22,57,0.52,-0.13,0.63,0.28,1.29
"13681","Robert Horry","PF","SAS",2007,36,68,-0.53,0.61,1,0.21,1.29
"14765","Shawn Bradley","C","DAL",2004,31,66,0.37,0.98,0.26,-0.32,1.29
"15148","Steve Johnson","C","SAS",1986,28,71,0.66,0.67,0.07,-0.12,1.29
"16145","Trent Tucker","SG","NYK",1989,29,81,-0.48,0.56,0.74,0.47,1.29
"5231","Eduardo Najera","PF","DAL",2002,25,62,0.18,0.93,0.3,-0.12,1.28
"6199","Greg Anthony","PG","POR",2000,32,82,-0.26,0.67,0.66,0.21,1.28
"6859","Jack Sikma","C","MIL",1990,34,71,0.15,0.28,0.44,0.41,1.28
"9101","Kelly Olynyk","C","BOS",2015,23,64,0.45,0.52,0.37,-0.05,1.28
"9275","Kenny Smith","PG","HOU",1994,28,78,0.03,0.74,0.3,0.21,1.28
"10153","Leandro Barbosa","SG","GSW",2015,32,66,0.3,0.83,0.33,-0.19,1.28
"10928","Mark Jackson","PG","IND",1995,29,82,-0.02,-0.04,0.66,0.67,1.28
"12205","Nene","C","HOU",2018,35,52,0.57,1.31,-0.15,-0.45,1.28
"13034","Rafer Alston","PG","HOU , ORL",2009,32,77,-0.07,0.22,0.52,0.61,1.28
"14010","Ronny Turiaf","C","GSW",2009,26,79,0.1,0.17,0.66,0.34,1.28
"15327","Taj Gibson","PF","CHI",2015,29,62,0.49,0.83,0.07,-0.12,1.28
"652","Andrew Bogut","C","MIL",2008,23,78,0.84,-0.13,0.22,0.34,1.27
"954","Antoine Walker","PF","BOS",1999,22,42,0.71,-0.24,0.59,0.21,1.27
"1173","B.J. Armstrong","PG","CHI",1994,26,82,0.1,0.7,0.19,0.28,1.27
"3509","Dan Issel","C","DEN",1985,36,77,0.69,0.59,0.11,-0.12,1.27
"5049","Earl Boykins","SG","DEN",2004,27,82,0.52,0.24,0.37,0.14,1.27
"5163","Eddie Johnson","SF","KCK",1984,24,82,0.62,0.02,0.22,0.41,1.27
"5662","Francisco Garcia","SF","SAC",2008,26,79,0.25,0.09,0.52,0.41,1.27
"7877","Jerome Williams","PF","DET , TOR",2001,27,59,0.4,0.91,0.15,-0.19,1.27
"9298","Kenny Williams","SF","IND",1992,22,60,0.57,0.76,0.33,-0.38,1.27
"12107","Myles Turner","C","IND",2018,21,65,0.62,0.56,0.15,-0.05,1.27
"14025","Rony Seikaly","C","ORL",1997,31,74,1.03,0.61,-0.18,-0.19,1.27
"16062","Tracy Murray","SF","TOR",1996,24,82,0.66,0.07,0.26,0.28,1.27
"789","Anthony Bonner","SF","NYK",1994,25,73,-0.36,0.89,0.59,0.14,1.26
"3386","Dale Davis","PF","IND",1996,26,78,0.05,0.43,0.37,0.41,1.26
"4070","Davis Bertans","PF","SAS",2019,26,76,-0.26,0.48,0.7,0.34,1.26
"4411","Derrick McKey","SF","SEA",1992,25,52,0.15,0.28,0.55,0.28,1.26
"5476","Eric Snow","PG","PHI",2002,28,61,0.15,0.5,0.33,0.28,1.26
"7159","James Posey","SF","MIA",2007,30,71,-0.34,0.7,0.55,0.34,1.26
"11431","Michael Cage","C","SEA",1993,31,82,-0.21,0.83,0.37,0.28,1.26
"11734","Mike Gminski","C","PHI",1990,30,81,0.4,0.3,0.22,0.34,1.26
"14743","Shaun Livingston","PG","GSW",2016,30,78,-0.07,0.98,0.33,0.01,1.26
"17039","Zaza Pachulia","C","MIL",2015,30,73,0.37,0.44,0.37,0.08,1.26
"45","Aaron Gordon","PF","ORL",2019,23,78,0.25,0.02,0.44,0.54,1.25
"938","Antoine Carr","PF","ATL",1988,26,80,0.35,0.56,0.33,0.01,1.25
"2614","Chauncey Billups","SG","LAC",2013,36,22,0.23,1,0.41,-0.38,1.25
"7701","Jeff Teague","PG","ATL",2014,25,79,0.74,0.11,0.19,0.21,1.25
"7762","Jeremy Lamb","SG","CHO",2016,23,66,0.45,0.28,0.52,0.01,1.25
"7880","Jerome Williams","PF","CHI , TOR",2004,30,68,0.15,0.65,0.37,0.08,1.25
"9619","Kiki Vandeweghe","SF","NYK",1992,33,67,0.03,0.96,0.44,-0.19,1.25
"10087","LaSalle Thompson","C","KCK",1985,23,82,0.37,0.2,0.33,0.34,1.25
"10385","Lou Williams","SG","ATL",2013,26,39,0.45,0.2,0.59,0.01,1.25
"12768","Paul Westphal","SG","SEA",1981,30,36,0.59,0.26,0.52,-0.12,1.25
"14674","Shane Battier","SF","HOU , MEM",2011,32,82,-0.43,0.2,0.74,0.74,1.25
"3387","Dale Davis","PF","IND",1997,27,80,0.25,0.59,0.19,0.21,1.24
"3581","Danilo Gallinari","SF","NYK",2010,21,81,0.18,0.11,0.41,0.54,1.24
"6790","J.J. Redick","SG","NOP",2020,35,54,0.25,0.61,0.37,0.01,1.24
"9114","Kelly Tripucka","SF","DET",1984,24,76,0.66,0.31,0.11,0.14,1.24
"10261","Lindsey Hunter","PG","DET",1999,28,49,-0.04,0.31,0.63,0.34,1.24
"10879","Mark Blount","C","BOS",2004,28,82,0.47,0.72,0.04,0.01,1.24
"11322","Maxi Kleber","C","DAL",2020,28,66,-0.07,0.72,0.44,0.14,1.24
"11366","Metta World Peace","SF","SAC , IND",2006,26,56,0.27,-0.2,0.63,0.54,1.24
"12509","Otis Thorpe","PF","HOU , POR",1995,32,70,0.57,0.68,0.04,-0.05,1.24
"12628","Patrick Ewing","C","NYK",2000,37,62,0.69,0.39,0.15,0.01,1.24
"12714","Paul Millsap","PF","DEN",2018,32,38,0.71,0.28,0.37,-0.12,1.24
"14952","Spencer Hawes","C","PHI , CLE",2014,25,80,0.4,-0.07,0.44,0.47,1.24
"16142","Trent Tucker","SG","NYK",1986,26,77,0.13,0.28,0.55,0.28,1.24
"2423","Cedric Maxwell","SF","BOS",1984,28,80,-0.14,0.59,0.37,0.41,1.23
"6076","Glen Rice","SF","NYK",2001,33,75,-0.09,0.57,0.41,0.34,1.23
"7490","Jason Williams","PG","ORL",2010,34,82,-0.29,0.65,0.59,0.28,1.23
"9170","Kendall Gill","SG","CHH",1992,23,79,0.59,-0.28,0.37,0.54,1.23
"9173","Kendall Gill","SG","SEA",1995,26,73,0.27,0.2,0.41,0.34,1.23
"9775","Kyle Anderson","SF","SAS",2017,23,72,-0.38,0.65,0.89,0.08,1.23
"10518","Luol Deng","SF","CHI",2008,22,63,0.71,0.11,0.26,0.14,1.23
"12273","Nicolas Batum","SF","POR",2009,20,79,-0.29,0.57,0.74,0.21,1.23
"12521","Otto Porter","SF","WAS , CHI",2019,25,56,0.45,0.02,0.55,0.21,1.23
"13341","Reggie Jackson","PG","DET",2019,28,82,0.27,0.24,0.37,0.34,1.23
"13427","Rex Chapman","SG","WSB",1994,26,60,0.69,0,0.33,0.21,1.23
"13976","Rondae Hollis-Jefferson","SF","BRK",2018,23,68,0.69,0.2,0.26,0.08,1.23
"14967","Spud Webb","PG","SAC",1994,30,79,0.27,0.07,0.41,0.47,1.23
"15290","T.J. Ford","PG","IND",2009,25,74,0.62,0,0.33,0.28,1.23
"15301","T.J. McConnell","PG","IND",2020,27,63,0.52,0.5,0.33,-0.12,1.23
"105","Adam Keefe","SF","UTA",1995,24,75,0.25,1.15,0.07,-0.25,1.22
"2187","C.J. Watson","PG","IND",2014,29,63,-0.26,0.7,0.7,0.08,1.22
"2454","Channing Frye","PF","PHO",2012,28,64,0.2,0.26,0.55,0.21,1.22
"3895","Dave Corzine","C","SAS",1981,24,82,0.59,0.61,0.07,-0.05,1.22
"4229","Dennis Johnson","PG","BOS",1985,30,80,0.08,0.2,0.33,0.61,1.22
"4260","Dennis Scott","SF","ORL",1994,25,82,0.01,0.22,0.52,0.47,1.22
"4393","Derrick Favors","PF","UTA",2013,21,77,0.84,0.46,0.04,-0.12,1.22
"4715","Don MacLean","SF","WSB",1994,24,75,0.91,0.3,0,0.01,1.22
"6123","Gordon Hayward","SF","UTA",2014,23,77,0.52,-0.55,0.52,0.74,1.22
"8358","John Long","SG","DET",1982,25,69,0.81,0.19,0.15,0.08,1.22
"12315","Nikola Vucevic","C","ORL",2013,22,77,0.91,0.26,0.04,0.01,1.22
"14649","Shammond Williams","PG","SEA",2001,25,69,0.32,0.37,0.52,0.01,1.22
"15727","Timofey Mozgov","C","CLE , DEN",2015,28,81,0.62,0.76,-0.04,-0.12,1.22
"175","Al-Farouq Aminu","PF","POR",2019,28,81,-0.21,0.54,0.48,0.41,1.21
"2772","Chris Kaman","C","LAC",2008,25,56,0.84,-0.17,0.33,0.21,1.21
"3913","Dave Greenwood","PF","CHI",1980,22,82,0.52,0.37,0.11,0.21,1.21
"4318","Derek Harper","PG","NYK",1996,34,82,-0.04,0.24,0.41,0.61,1.21
"4891","Draymond Green","PF","GSW",2019,28,66,-0.29,0.15,0.74,0.61,1.21
"5847","Gary Payton","PG","BOS",2005,36,77,0.25,0.19,0.37,0.41,1.21
"6153","Grant Hill","SF","PHO",2010,37,81,-0.02,0.31,0.44,0.47,1.21
"10628","Malik Rose","PF","SAS",2001,26,57,0.18,0.72,0.37,-0.05,1.21
"11135","Marvin Webster","C","NYK",1983,30,82,-0.02,0.7,0.44,0.08,1.21
"11428","Michael Cage","C","SEA",1990,28,82,0.1,0.61,0.22,0.28,1.21
"11493","Michael Finley","SF","SAS",2007,33,82,-0.09,0.61,0.48,0.21,1.21
"11790","Mike Mitchell","SF","CLE",1981,25,82,0.84,-0.02,0.11,0.28,1.21
"13222","Rasho Nesterovic","C","TOR",2008,31,71,0.49,0.61,0.22,-0.12,1.21
"13474","Richard Hamilton","SG","DET",2009,30,67,0.69,0.06,0.26,0.21,1.21
"15071","Stephon Marbury","PG","NYK",2007,29,74,0.3,0.2,0.3,0.41,1.21
"15912","Tony Battie","C","BOS",2002,25,74,0.1,1.33,-0.04,-0.19,1.21
"16176","Trevor Ariza","SF","HOU",2017,31,80,-0.41,0.22,0.59,0.8,1.21
"16408","Tyus Jones","PG","MEM",2020,23,65,0.4,0.43,0.44,-0.05,1.21
"979","Antonio Daniels","SG","SAS",2002,26,82,-0.17,0.72,0.37,0.28,1.2
"1990","Brian Winters","SG","MIL",1980,27,80,0.18,0.39,0.3,0.34,1.2
"3920","Dave Greenwood","PF","SAS",1987,29,79,0.27,0.43,0.22,0.28,1.2
"4815","Dorell Wright","SF","POR",2015,29,48,-0.17,0.67,0.89,-0.19,1.2
"5225","Edgar Jones","PF","CLE",1986,29,53,0.42,0.56,0.41,-0.19,1.2
"6764","J.J. Barea","PG","DAL",2017,32,35,0.76,-0.22,0.78,-0.12,1.2
"8981","Kareem Abdul-Jabbar","C","LAL",1988,40,80,0.42,0.35,0.22,0.21,1.2
"11826","Mike Sanders","SF","PHO",1986,25,82,0.47,0.43,0.3,0.01,1.2
"12450","Orlando Woolridge","SF","CHI",1984,24,75,0.45,0.15,0.26,0.34,1.2
"14406","Scott Brooks","PG","MIN",1992,26,82,0.47,0.06,0.66,0.01,1.2
"14612","Serge Ibaka","PF","ORL , TOR",2017,27,79,0.57,0.17,0.26,0.21,1.2
"14641","Shabazz Napier","PG","BRK",2019,27,56,0.3,0.11,0.78,0.01,1.2
"16125","Tree Rollins","C","ATL",1987,31,75,-0.51,0.78,0.59,0.34,1.2
"16218","Tristan Thompson","C","CLE",2017,25,78,0.3,1.05,-0.04,-0.12,1.2
"1918","Brian Grant","PF","SAC",1995,22,80,0.59,0.37,0.15,0.08,1.19
"4245","Dennis Rodman","PF","CHI",1996,34,64,-0.12,0.94,0.22,0.14,1.19
"6557","Horace Grant","PF","LAL",2001,35,77,0.05,0.7,0.22,0.21,1.19
"8694","Jordan McLaughlin","PG","MIN",2020,23,30,0.54,0.7,0.33,-0.38,1.19
"11084","Marreese Speights","C","PHI",2009,21,79,0.93,1,-0.29,-0.45,1.19
"11575","Michael Smith","SF","WAS",2000,27,46,0.1,0.83,0.37,-0.12,1.19
"13893","Rolando Blackman","SG","DAL",1991,31,80,0.62,-0.05,0.22,0.41,1.19
"14404","Scott Brooks","PG","PHI",1990,24,72,0.03,0.72,0.55,-0.12,1.19
"15903","Tony Allen","SG","MEM",2014,32,55,0.37,0.15,0.59,0.08,1.19
"16707","Wang Zhizhi","C","DAL",2002,24,55,0.49,0.54,0.48,-0.32,1.19
"17052","Zendon Hamilton","C","PHI",2004,28,46,0.45,1.59,-0.33,-0.52,1.19
"2618","Cheick Diallo","PF","NOP",2018,21,52,0.71,1.2,-0.22,-0.52,1.18
"2887","Chris Webber","PF","PHI",2006,32,75,1.06,-0.33,0.19,0.28,1.18
"3782","Darrell Armstrong","PG","ORL",1998,29,48,0.4,0.07,0.63,0.08,1.18
"6981","Jamaal Wilkes","SF","LAL",1982,28,82,0.59,0.65,-0.07,0.01,1.18
"6993","Jamal Crawford","SG","NYK",2008,27,80,0.47,-0.3,0.33,0.67,1.18
"8179","Joe Smith","PF","GSW",1996,20,82,0.76,0.44,-0.04,0.01,1.18
"9124","Kelvin Cato","C","HOU",2000,25,65,0.45,0.67,0.19,-0.12,1.18
"9481","Kevin Martin","SG","HOU , SAC",2010,26,46,0.71,0.57,0.07,-0.19,1.18
"10357","Lorenzo Romar","PG","MIL , GSW",1984,25,68,0.18,0.39,0.66,-0.05,1.18
"13108","Randy Breuer","C","MIL",1986,25,82,0.01,0.52,0.44,0.21,1.18
"14296","Sam Perkins","PF","DAL",1985,23,82,0.23,0.52,0.22,0.21,1.18
"14963","Spud Webb","PG","ATL",1990,26,82,0.3,0.13,0.41,0.34,1.18
"15369","Tayshaun Prince","SF","DET",2010,29,49,0.47,-0.02,0.52,0.21,1.18
"326","Alex Len","C","ATL , SAC",2020,26,49,0.96,0.56,0.04,-0.38,1.17
"1282","Beno Udrih","PG","MEM",2015,32,79,0.32,0.43,0.41,0.01,1.17
"2186","C.J. Watson","PG","BRK",2013,28,80,-0.04,0.52,0.55,0.14,1.17
"2812","Chris Morris","SF","NJN",1992,26,77,0.08,0.04,0.52,0.54,1.17
"2898","Chris Whitney","PG","WAS",1999,27,39,0.42,0.3,0.78,-0.32,1.17
"2958","Chuck Person","SF","IND",1987,22,82,0.37,-0.07,0.33,0.54,1.17
"3007","Clarence Weatherspoon","SF","PHI",1996,25,78,0.74,-0.05,0.15,0.34,1.17
"4438","Derrick White","PG","SAS",2019,24,67,0.18,0.17,0.55,0.28,1.17
